system_id,poly_id,num_vars,polynomial
231,7,5,x0**5*x2**10 + 1727 mod 32003*x0**7*x2**3
231,8,5,x4**10 + 14710 mod 32003*x4**3
231,9,5,x1**2*x2**3*x3**4*x4**2 + 12976 mod 32003*x3
232,0,3,x0**2*x1**14 + 9339 mod 32003*x0**5*x1**6
232,1,3,x1
232,2,3,x0**13 + 13189 mod 32003*x0**3 + 19590 mod 32003*x0
232,3,3,x1**12 + 21633 mod 32003*x1**4
232,4,3,x1**6*x2**7 + 11329 mod 32003*x1**2*x2**4
232,5,3,x1**2 + 27451 mod 32003*x1
232,6,3,x0**3*x1**7*x2**2 + 6644 mod 32003*x1**3*x2**5 + 8466 mod 32003*x1
232,7,3,x0**19 + 27991 mod 32003*x0**5*x2**5
232,8,3,x1**5*x2**7 + 29987 mod 32003*x1*x2**5
232,9,3,x0**5*x1*x2**7 + 28872 mod 32003*x1
233,0,5,x0**18 + 2705 mod 32003*x0**14
233,1,5,x0**3*x1**6*x4**6 + 30557 mod 32003*x0**5*x1**3
233,2,5,x0*x2**3*x3**13*x4**2 + 1575 mod 32003*x2**3*x3**6*x4**9
233,3,5,x3**2*x4**3 + 17803 mod 32003*x0*x4
233,4,5,x0**10*x1**2*x3**3 + 4151 mod 32003*x0**3*x3*x4
233,5,5,x4**5 + 21845 mod 32003*x4
233,6,5,x1*x2**14 + 14591 mod 32003*x1**4*x2**7
233,7,5,x4**16 + 28961 mod 32003*x4**15
233,8,5,x1**7*x3**7*x4**2 + 22793 mod 32003*x0**4*x1*x2*x3
233,9,5,x3**9*x4**11 + 14680 mod 32003*x3**2*x4**7
234,0,4,x0**6*x1**4*x3 + 14605 mod 32003*x0**6*x1*x3**3 + 959 mod 32003*x1*x2*x3
234,1,4,x0**19 + 11850 mod 32003*x0**18
234,2,4,x0**14*x1**2*x3**2 + 1608 mod 32003*x0**6*x1**3*x3**5
234,3,4,x0**12*x2**5*x3 + 22512 mod 32003*x0**4*x2**2*x3**6
234,4,4,x0**3*x2**8 + 21208 mod 32003*x0**9 + 27140 mod 32003*x0**4*x2**4
234,5,4,x0**7*x1**2*x2**6*x3**3 + 15874 mod 32003*x0*x1**7*x2**2
234,6,4,x0*x3**12 + 29908 mod 32003*x0**2*x3**9
234,7,4,x0**8*x1**2*x2**6 + 23915 mod 32003*x0**6*x1**5*x2
234,8,4,x0*x1**2*x2**4*x3**5 + 9499 mod 32003*x1*x2
234,9,4,x1**11*x3**6 + 17090 mod 32003*x1**3*x3**5
235,0,5,x1**4*x2**4*x3**2 + 9226 mod 32003*x1**2*x2**5*x3**2 + 24394 mod 32003*x2**2*x3**5
235,1,5,x0**4*x1**2*x2**3*x4**2 + 20657 mod 32003*x0*x1**5*x2
235,2,5,x0*x1**3*x2**3*x3**3*x4**6 + 29326 mod 32003*x0**3*x1**2*x2**6*x4**2 + 13259 mod 32003*x0*x1*x4
235,3,5,x2**6*x4**6 + 16056 mod 32003*x2**3*x4**4 + 6652 mod 32003*x2*x4
235,4,5,x0**15 + 4185 mod 32003*x0**6
235,5,5,x0**6*x2**2*x4**2 + 9026 mod 32003*x0**2*x2**3*x4**4 + 21917 mod 32003*x0**2*x2
235,6,5,x0**4*x1**2*x2**6*x3**4*x4**3 + 320 mod 32003*x0**2*x1**4*x2*x3**2*x4 + 18221 mod 32003*x0**2*x4
235,7,5,x2**3*x4**4 + 4783 mod 32003*x2*x4**2
235,8,5,x0**3*x1**12*x2*x3**2 + 26225 mod 32003*x1**5*x2**4*x3**3
235,9,5,x0**5*x2**2*x3**6*x4**4 + 23523 mod 32003*x0**4*x2*x3**2*x4**2
236,0,4,x0**4*x1**9*x2**6 + 13801 mod 32003*x0**4*x1**7*x2
236,1,4,x0**18 + 20966 mod 32003*x0**10
236,2,4,x1**12*x3**2 + 19502 mod 32003*x0**3*x1
236,3,4,x0**16 + 5169 mod 32003*x0**14 + 21418 mod 32003*x0
236,4,4,x1**13*x3**5 + 8928 mod 32003*x1**2*x3**3
236,5,4,x0**11*x1**3*x2**4*x3 + 4952 mod 32003*x0**2*x1**2*x2**2*x3
236,6,4,x1**2*x2**4 + 24192 mod 32003*x1*x2*x3
236,7,4,x0**16*x2**3 + 625 mod 32003*x0**3*x2**3
236,8,4,x1*x2**4*x3**15 + 4574 mod 32003*x2**5*x3**9
236,9,4,x1**4*x2**10*x3 + 12136 mod 32003*x0*x1**4*x2**2
237,0,5,x4**18 + 6877 mod 32003*x4**10 + 18570 mod 32003*x4
237,1,5,x1**5*x2**11 + 8480 mod 32003*x1**7*x2**7 + 13718 mod 32003*x1**5*x2**8
237,2,5,x2**10*x3**5*x4**3 + 22687 mod 32003*x2**7*x3*x4**4
237,3,5,x2**2*x3**8*x4 + 5702 mod 32003*x0*x2**2*x3**2
237,4,5,x1**9*x2**4 + 23948 mod 32003*x1**2*x2**5
237,5,5,x1**8*x3**10 + 27424 mod 32003*x1*x3**6
237,6,5,x0**4 + 19785 mod 32003*x0**2*x3**2
237,7,5,x0*x1**5 + 23294 mod 32003*x0
237,8,5,x0**6*x1*x2**2*x3*x4**2 + 11100 mod 32003*x0*x1**2*x3*x4
237,9,5,x2**7*x3**13 + 25996 mod 32003*x2**3*x3**4
238,0,4,x0*x2**7*x3**12 + 25796 mod 32003*x0**2*x1*x2*x3**2
238,1,4,x0**3*x1**2*x2**2 + 10863 mod 32003*x0**2*x1*x2**3
238,2,4,x0**3*x1**8*x2**2 + 25672 mod 32003*x0**2*x1*x2**2
238,3,4,x1**5*x2*x3**8 + 27084 mod 32003*x0**2*x1*x2**4
238,4,4,x1**3 + 28665 mod 32003*x0**2*x3
238,5,4,x0**2*x1*x2**3*x3**4 + 11329 mod 32003*x0**2*x1**4
238,6,4,x0**18 + 8137 mod 32003*x0**14
238,7,4,x0**4 + 17894 mod 32003*x0**3
238,8,4,x0*x1**2*x2*x3**13 + 9975 mod 32003*x0**2*x1**4*x2**5*x3**4
238,9,4,x0**3*x2**6 + 23828 mod 32003*x0
239,0,5,x1**8*x3*x4**9 + 25520 mod 32003*x1**2*x3**7*x4**6 + 26979 mod 32003*x1**3*x3**2*x4**6
239,1,5,x0**12*x4**3 + 10273 mod 32003*x0**3*x4**2
239,2,5,x4**19 + 17015 mod 32003*x3**4*x4**8
239,3,5,x0**4*x1**3*x2**3*x3**2*x4**5 + 21423 mod 32003*x0**5*x1**2*x2**3*x3*x4
239,4,5,x2**12 + 26303 mod 32003*x2**9
239,5,5,x0**6*x1**4*x2**3*x3**2*x4**2 + 217 mod 32003*x1**3*x2**2*x3**2*x4**3 + 4290 mod 32003*x0**2*x2*x4**3
239,6,5,x0**9*x2**5*x3**3 + 8913 mod 32003*x3**2*x4
239,7,5,x0**2*x2**13*x4**5 + 22279 mod 32003*x2**7*x4**6
239,8,5,x0*x1*x2**5*x3**12*x4 + 18959 mod 32003*x0**2*x1**5*x3**2*x4**2
239,9,5,x0*x2**5*x4**3 + 31862 mod 32003*x3
240,0,4,x1**3*x3**8 + 2110 mod 32003*x3**2
240,1,4,x1**9*x3 + 26249 mod 32003*x3**6 + 10959 mod 32003*x1**4
240,2,4,x0*x1**9*x2**3 + 25074 mod 32003*x0**3*x1**2*x3**3
240,3,4,x0**6*x1**5*x2**3 + 27273 mod 32003*x1**5*x2
240,4,4,x0**14*x2**5 + 29562 mod 32003*x2**8*x3 + 18115 mod 32003*x3**3
240,5,4,x3**19 + 11338 mod 32003*x3
240,6,4,x0**6*x1**8*x2**5 + 27864 mod 32003*x0*x1**2*x3**4
240,7,4,x2**8*x3**3 + 6 mod 32003*x2*x3**9 + 5902 mod 32003*x2**3*x3**5
240,8,4,x1**3*x2**6 + 1013 mod 32003*x1**3*x3**2
240,9,4,x1**16 + 4718 mod 32003*x1**10
241,0,4,x1**9*x2**2 + 16207 mod 32003*x1*x2**2*x3 + 2368 mod 32003*x2*x3**3
241,1,4,x0**3*x1**17 + 24252 mod 32003*x0**5*x1**6*x2 + 27051 mod 32003*x0**5*x1**5*x2**2
241,2,4,x1**10 + 21632 mod 32003*x1**4
241,3,4,x1**19 + 10286 mod 32003*x1
241,4,4,x3**10 + 7205 mod 32003*x1*x3**3
241,5,4,x0*x1**13 + 4447 mod 32003*x0
241,6,4,x2**9 + 22775 mod 32003*x2**2
241,7,4,x0**2*x1**4*x2**4 + 27312 mod 32003*x0*x1**4*x2
241,8,4,x1**8*x3**9 + 17337 mod 32003*x1**5*x3**10 + 3694 mod 32003*x1**5*x3**2
241,9,4,x2**17 + 11713 mod 32003*x2**15 + 13921 mod 32003*x2**7
242,0,5,x0**9 + 21575 mod 32003*x0**6
242,1,5,x0*x3**10*x4 + 29351 mod 32003*x0*x3*x4
242,2,5,x0**12*x2 + 28791 mod 32003*x2
242,3,5,x0**9 + 31714 mod 32003*x0
242,4,5,x0**5*x1**5*x3**2 + 21247 mod 32003*x0**4*x1
242,5,5,x1**8*x3**12 + 15352 mod 32003*x1**2*x3**16 + 2782 mod 32003*x3**16
242,6,5,x2**17 + 18533 mod 32003*x2**8
242,7,5,x0**14 + 14783 mod 32003*x0**11 + 24816 mod 32003*x0**4
242,8,5,x0*x2**2*x3**2*x4**3 + 28473 mod 32003*x0
242,9,5,x4**10 + 30181 mod 32003*x4**6
243,0,5,x1**12 + 16680 mod 32003*x1**3
243,1,5,x0**2*x1*x2**4*x3**6*x4**7 + 8023 mod 32003*x0**2*x1*x2**6*x3*x4
243,2,5,x4**8 + 29017 mod 32003*x1**2*x4**3
243,3,5,x1**17 + 28830 mod 32003*x1**3
243,4,5,x1**16 + 5697 mod 32003*x1**13
243,5,5,x1*x2**3*x3**6 + 18281 mod 32003*x1**5*x2**3
243,6,5,x3**16 + 4053 mod 32003*x3**6
243,7,5,x0**3*x1**5*x2**6 + 24066 mod 32003*x0**5*x2*x3**3
243,8,5,x0**6*x1*x2*x4**12 + 15615 mod 32003*x1**2*x2*x3 + 25135 mod 32003*x0*x1*x2
243,9,5,x0**6*x1**5*x2**3*x3**2 + 29745 mod 32003*x1*x2**4*x3**3
244,0,5,x1**4*x4**2 + 1394 mod 32003*x2**2*x4**2
244,1,5,x3*x4**10 + 22785 mod 32003*x3**4*x4**4 + 9803 mod 32003*x3**3*x4**4
244,2,5,x1**2*x2**2*x3**12*x4**2 + 13144 mod 32003*x1**7*x2**4*x3*x4**6
244,3,5,x0**6*x3**2*x4 + 6383 mod 32003*x0*x2*x4
244,4,5,x0*x2**12*x3**4*x4**3 + 5997 mod 32003*x0**2*x2**3*x3**2
244,5,5,x1*x2*x3*x4**5 + 3500 mod 32003*x2
244,6,5,x0**9*x1**3*x2*x3**4*x4 + 19868 mod 32003*x0**2*x1**3*x2*x4**7 + 23172 mod 32003*x0*x1**2*x2*x3**2*x4**6
244,7,5,x4**12 + 5635 mod 32003*x4**10
244,8,5,x0**14 + 11125 mod 32003*x0**10
244,9,5,x0**7*x1**3*x3**4 + 6252 mod 32003*x1
245,0,5,x0**3*x1**4 + 19127 mod 32003*x0
245,1,5,x0**8 + 19297 mod 32003*x0**3
245,2,5,x0*x2**2*x3**9*x4**6 + 11894 mod 32003*x0**4*x2**6*x4**7
245,3,5,x0**3*x3**7*x4**4 + 28359 mod 32003*x0**5*x1*x3**2*x4**3 + 29795 mod 32003*x0*x3**3*x4**2 + 8828 mod 32003*x3**2*x4
245,4,5,x0**10*x2**8 + 20492 mod 32003*x2**13
245,5,5,x0**3*x1**13 + 9222 mod 32003*x1**2
245,6,5,x2**16*x3**4 + 10772 mod 32003*x2**12*x3 + 21181 mod 32003*x2**3*x3**2
245,7,5,x0**3*x1**2*x2*x3**4*x4**10 + 16655 mod 32003*x0*x1**3*x2**2*x4**4 + 12198 mod 32003*x3
245,8,5,x0**9*x2**5 + 29823 mod 32003*x0**4*x2**9 + 21244 mod 32003*x2**7
245,9,5,x0**2*x1**9*x2**4 + 3752 mod 32003*x0**2*x1**2*x2**3*x4**5
246,0,5,x0**14*x4**2 + 31781 mod 32003*x0*x3**3
246,1,5,x0*x1*x2*x3**14*x4**3 + 22868 mod 32003*x0**2*x3**3 + 29656 mod 32003*x1
246,2,5,x0**7*x4**12 + 2263 mod 32003*x0**6
246,3,5,x0**3*x1**5*x2**4 + 16778 mod 32003*x0**3
246,4,5,x1**11*x4**6 + 24812 mod 32003*x1**2
246,5,5,x4**9 + 31151 mod 32003*x4**5
246,6,5,x0**13*x3**3*x4 + 5777 mod 32003*x0**10*x3*x4**6 + 19640 mod 32003*x0**3*x3**3
246,7,5,x4**19 + 4177 mod 32003*x4**8
246,8,5,x3**16 + 11769 mod 32003*x3**2
246,9,5,x0**2*x2**8*x3**9 + 28609 mod 32003*x0*x2**2*x3**3
247,0,4,x0**8*x1**2 + 397 mod 32003*x0*x1**2
247,1,4,x0**10*x1*x2*x3 + 16995 mod 32003*x2*x3
247,2,4,x0**2*x1**14*x2*x3**2 + 25462 mod 32003*x0*x1**5*x2*x3**3
247,3,4,x1*x2*x3**4 + 17407 mod 32003*x0*x1
247,4,4,x1**19 + 31040 mod 32003*x1**17
247,5,4,x3**15 + 21338 mod 32003*x3**8
247,6,4,x0**19 + 3952 mod 32003*x0**8
247,7,4,x1**16 + 9436 mod 32003*x1**2
247,8,4,x0**7*x2**2 + 27507 mod 32003*x0**4*x2**4
247,9,4,x1*x2**3*x3 + 25076 mod 32003*x0*x1**2
248,0,5,x1**4*x3**5*x4**4 + 30844 mod 32003*x1**3*x3*x4**4 + 14879 mod 32003*x1*x3**2*x4**2
248,1,5,x0**3*x1**8*x2*x3**4*x4 + 22354 mod 32003*x0**2*x1**2*x3*x4**3
248,2,5,x0**4*x1**2*x4**3 + 31089 mod 32003*x1
248,3,5,x2**18 + 9249 mod 32003*x2**9 + 9459 mod 32003*x2**8
248,4,5,x0*x1**4*x2**3*x3**7 + 7918 mod 32003*x0**5*x1**3*x3**2*x4**5
248,5,5,x1**3*x4**14 + 15844 mod 32003*x1**10*x4**4
248,6,5,x0**17 + 17385 mod 32003*x0**4
248,7,5,x0**2*x1*x2**8*x4 + 4266 mod 32003*x0*x2*x3
248,8,5,x3**16*x4**4 + 19546 mod 32003*x3**3
248,9,5,x1**8*x3*x4**11 + 1896 mod 32003*x1**4*x3*x4**12
249,0,5,x0**7*x1**2*x2**6*x3**2*x4**2 + 23022 mod 32003*x0*x1
249,1,5,x1**9*x2**8*x4**3 + 11429 mod 32003*x2**7*x3*x4**3 + 5879 mod 32003*x1**2*x2**2*x3**2*x4**2
249,2,5,x3**5*x4**8 + 19081 mod 32003*x3**8*x4 + 3763 mod 32003*x3**2*x4**2
249,3,5,x1**18 + 9537 mod 32003*x1**16
249,4,5,x1**2*x3**16 + 18947 mod 32003*x1**6*x3**11
249,5,5,x0**2*x3**15 + 1420 mod 32003*x0**7*x3
249,6,5,x0**4*x3**12 + 28006 mod 32003*x0*x3
249,7,5,x2**8*x4**5 + 7375 mod 32003*x2**5*x4**3
249,8,5,x0**8*x3**11 + 24573 mod 32003*x0*x3*x4 + 15424 mod 32003*x4
249,9,5,x1**2*x4 + 24383 mod 32003*x1
250,0,5,x0*x1**8*x2*x3**3*x4**2 + 18270 mod 32003*x0**2*x1*x2*x3*x4**6
250,1,5,x1**8*x2**6*x4**4 + 14768 mod 32003*x1**5*x2*x4**9
250,2,5,x0**10*x4**9 + 17322 mod 32003*x0**2*x1
250,3,5,x0**7*x4**4 + 26581 mod 32003*x4**11
250,4,5,x0**15 + 11158 mod 32003*x0**10
250,5,5,x1**7*x2**6 + 6415 mod 32003*x1**4*x2**8 + 11299 mod 32003*x1**4*x2**5 + 16660 mod 32003*x2**2
250,6,5,x0**2*x4**6 + 21710 mod 32003*x0**3*x4
250,7,5,x0**7*x1*x2**2*x4**6 + 26734 mod 32003*x0**2*x2**3
250,8,5,x0**11*x2**6 + 17594 mod 32003*x0*x2
250,9,5,x1**2*x2**11*x3 + 5505 mod 32003*x1*x2**2*x3**3
251,0,4,x1**7*x3**9 + 25717 mod 32003*x1**9*x2**4
251,1,4,x0**4*x1**10 + 4674 mod 32003*x0*x1**3
251,2,4,x2**9 + 9008 mod 32003*x2**3
251,3,4,x0**2*x1**3*x3**10 + 17718 mod 32003*x0**4*x1**6*x3 + 29948 mod 32003*x0*x1**3
251,4,4,x0**3*x1**7 + 3308 mod 32003*x1**8 + 2565 mod 32003*x0
251,5,4,x0**10*x1*x3**5 + 18318 mod 32003*x1**6*x2*x3**2
251,6,4,x0*x1**4*x2*x3**14 + 19015 mod 32003*x1*x3**3 + 29127 mod 32003*x2*x3
251,7,4,x0**11*x1**9 + 23045 mod 32003*x0**7*x1**4 + 14973 mod 32003*x0**2*x1**3
251,8,4,x2**14 + 13553 mod 32003*x2**10
251,9,4,x1**2*x3**12 + 14670 mod 32003*x1**2*x3**3
252,0,4,x0**18*x3 + 3957 mod 32003*x0**3*x3**8
252,1,4,x0**2*x2**10*x3**2 + 316 mod 32003*x0**3
252,2,4,x0*x1**5*x2*x3**5 + 28119 mod 32003*x0*x1**2*x2**3*x3**4
252,3,4,x0**15*x3 + 23713 mod 32003*x0**5*x3
252,4,4,x1**6*x3**12 + 22007 mod 32003*x1*x3
252,5,4,x0**19
252,6,4,x0**2*x1**6*x2*x3 + 24362 mod 32003*x0**2*x2**3*x3**5
252,7,4,x3**19 + 24355 mod 32003*x3**16 + 19275 mod 32003*x3**9
252,8,4,x0**3*x2**13 + 18576 mod 32003*x0**2*x2**3
252,9,4,x0**3*x1**10*x2**3*x3**2 + 7623 mod 32003*x0**4*x1**2*x2**2*x3 + 2257 mod 32003*x0**4*x1*x2**3*x3
253,0,5,x0**8*x1**5*x2**4 + 19318 mod 32003*x0*x1**2 + 15332 mod 32003*x0*x1*x3
253,1,5,x0**5*x1**5*x2**4*x4**2 + 26922 mod 32003*x0**2*x1**6*x2**3
253,2,5,x0**3*x1**8*x3**6 + 19306 mod 32003*x0*x1**5*x3**5
253,3,5,x0**10*x2**8 + 30681 mod 32003*x0**4*x2**2
253,4,5,x1**12*x2**5*x3**2 + 25765 mod 32003*x1**4*x2**14
253,5,5,x4**16 + 24836 mod 32003*x4**3
253,6,5,x0**2*x1**3*x2**10*x3**2*x4 + 21022 mod 32003*x0*x2**2*x4**3
253,7,5,x1**14 + 5315 mod 32003*x1**12
253,8,5,x3**16*x4 + 1178 mod 32003*x3**2*x4**2
253,9,5,x0*x1*x2**4*x3**2 + 14168 mod 32003*x0*x2**2
254,0,5,x2**13*x3**2*x4**4 + 18677 mod 32003*x3**13*x4**5 + 21089 mod 32003*x2**8*x4**3
254,1,5,x3**5 + 11014 mod 32003*x3**3
254,2,5,x3**9*x4**9 + 24527 mod 32003*x3*x4**2 + 17968 mod 32003*x4**2
254,3,5,x0**2*x1*x2**6*x3**2*x4**2 + 16786 mod 32003*x1*x2**2*x3*x4
254,4,5,x0**5*x1**14 + 8195 mod 32003*x0*x1**9
254,5,5,x0**2*x2**5*x3**4*x4**8 + 30626 mod 32003*x0*x2*x4**10
254,6,5,x1**11*x2**3*x3 + 29412 mod 32003*x1*x3
254,7,5,x0**8*x2**4 + 15981 mod 32003*x0
254,8,5,x1*x2*x4 + 6671 mod 32003*x1
254,9,5,x0**5*x2**2 + 16375 mod 32003*x0**2
255,0,4,x0**16*x3**2 + 6257 mod 32003*x0**10*x3**4
255,1,4,x0**8*x1**2*x2**10 + 7804 mod 32003*x0**8*x2**8
255,2,4,x0*x1*x2**5*x3**9 + 22798 mod 32003*x0**2*x1*x3**2 + 7432 mod 32003*x0**2*x1
255,3,4,x3**17 + 1924 mod 32003*x3**2
255,4,4,x3**14 + 15565 mod 32003*x3**12
255,5,4,x0**3*x1*x2**9*x3**2 + 4103 mod 32003*x2**7*x3**6 + 12719 mod 32003*x0**8*x2**3*x3
255,6,4,x0**4*x1**13 + 21390 mod 32003*x1**2
255,7,4,x1**4*x3**10 + 4118 mod 32003*x1*x3**5
255,8,4,x0**7*x1**5*x3 + 30437 mod 32003*x0
255,9,4,x1**20 + 18491 mod 32003*x1**10
256,0,5,x3**13*x4**6 + 22005 mod 32003*x3**6
256,1,5,x0**2*x1**2*x2*x4**11 + 20007 mod 32003*x0*x1**3*x2**3*x4
256,2,5,x0**2*x4**8 + 21147 mod 32003*x4**4
256,3,5,x1**17 + 2368 mod 32003*x1**13 + 28579 mod 32003*x1**7
256,4,5,x1**9*x3 + 24799 mod 32003*x1**2*x3
256,5,5,x0**2*x1**2*x2**2*x3**4*x4**7 + 20798 mod 32003*x0**3*x1*x4
256,6,5,x1**5*x2**2 + 17272 mod 32003*x0
256,7,5,x1**15*x2**4 + 7108 mod 32003*x1*x2
256,8,5,x3**13 + 29548 mod 32003*x0**6*x3**3
256,9,5,x1**17 + 18279 mod 32003*x1**9
257,0,4,x0**2*x2 + 31448 mod 32003*x2
257,1,4,x0*x1**12*x2**7 + 17010 mod 32003*x0**4*x1
257,2,4,x0**5*x1**12*x2**2*x3 + 21549 mod 32003*x0**6*x2
257,3,4,x2**18 + 20332 mod 32003*x0**3*x2**2
257,4,4,x0**8*x1*x2**5*x3**6 + 10431 mod 32003*x0**2*x1**6*x2**4*x3**3
257,5,4,x1**6*x2**10*x3**4 + 12413 mod 32003*x2**2*x3**4
257,6,4,x1**4*x2**6*x3**2 + 18231 mod 32003*x1**3*x3
257,7,4,x0**13*x3 + 2776 mod 32003*x0**10*x3**4
257,8,4,x0*x1**19 + 4449 mod 32003*x0**5*x1**8 + 31163 mod 32003*x0*x1**3 + 14380 mod 32003*x1
257,9,4,x0**13*x1**2 + 18065 mod 32003*x0**3*x1**12 + 7480 mod 32003*x0**12 + 31639 mod 32003*x0**2*x1**7
258,0,3,x0*x2**8 + 6742 mod 32003*x0**3*x2**4 + 29642 mod 32003*x2**6
258,1,3,x0**11*x2**3 + 3888 mod 32003*x0*x2**4
258,2,3,x1**19 + 8951 mod 32003*x1**8
258,3,3,x1**14*x2**2 + 3283 mod 32003*x1**5*x2**4 + 26701 mod 32003*x1*x2**3
258,4,3,x0**2*x1**4*x2**4 + 3013 mod 32003*x0*x2**2 + 29587 mod 32003*x2
258,5,3,x2**14 + 16177 mod 32003*x2
258,6,3,x2**3 + 20833 mod 32003*x2
258,7,3,x0**4*x2**8 + 11487 mod 32003*x0
258,8,3,x1**16 + 25083 mod 32003*x1**12
258,9,3,x1**16
259,0,3,x1**7*x2**13 + 18632 mod 32003*x1**11
259,1,3,x1**19 + 19521 mod 32003*x1**14
259,2,3,x2**16 + 4688 mod 32003*x2**5
259,3,3,x0**12*x1*x2**2 + 29865 mod 32003*x2**4
259,4,3,x1**3*x2**4 + 15883 mod 32003*x1**6
259,5,3,x0**13*x1**2 + 16033 mod 32003*x0**4*x1**7
259,6,3,x0**2*x1**14 + 18219 mod 32003*x0*x1**3
259,7,3,x1**12*x2 + 11876 mod 32003*x0**4*x1**3*x2**3 + 16003 mod 32003*x0*x2
259,8,3,x0**7*x1 + 1360 mod 32003*x0**5 + 19348 mod 32003*x1**4
259,9,3,x0**16 + 1664 mod 32003*x0
260,0,4,x1**2*x3**17 + 20563 mod 32003*x0**3*x1**4*x3**4 + 21341 mod 32003*x0**2*x3**4
260,1,4,x0**7*x3**8 + 17155 mod 32003*x0**8*x3
260,2,4,x1**12*x2**4 + 17029 mod 32003*x1**3*x2**12
260,3,4,x2**6*x3 + 13501 mod 32003*x2**2*x3**2
260,4,4,x0**13 + 7379 mod 32003*x0**11
260,5,4,x1**7*x2**3 + 15055 mod 32003*x2**4 + 24592 mod 32003*x1*x2
260,6,4,x2**7*x3**8 + 12475 mod 32003*x2**3
260,7,4,x0**6*x1**3*x2**6 + 3294 mod 32003*x0*x1**4*x2**5
260,8,4,x2**2*x3**3 + 28775 mod 32003*x1*x3**3
260,9,4,x0**17 + 28683 mod 32003*x0**15 + 20906 mod 32003*x0**4
261,0,3,x0**7*x1**3*x2 + 25463 mod 32003*x1*x2**5
261,1,3,x1**14*x2**4 + 10349 mod 32003*x2**9
261,2,3,x0**10*x1**5*x2 + 7715 mod 32003*x0**4*x1**8*x2**2
261,3,3,x0**11*x1**7*x2**2 + 12686 mod 32003*x1**8*x2 + 16980 mod 32003*x0**2*x1**3*x2
261,4,3,x0**2*x1**5*x2**3 + 5145 mod 32003*x0**6*x1*x2
261,5,3,x0**6*x2**13 + 289 mod 32003*x0**13*x2**2
261,6,3,x0**11*x1**4 + 9700 mod 32003*x1
261,7,3,x0**14 + 8599 mod 32003*x0**10
261,8,3,x0**3*x1**3*x2 + 9178 mod 32003*x0**3*x1**2
261,9,3,x0**7*x2**8 + 16755 mod 32003*x0**8*x2 + 26561 mod 32003*x2**8
262,0,5,x2**7*x4**13 + 6896 mod 32003*x2**3*x4
262,1,5,x2**5*x3**12 + 3394 mod 32003*x2**7*x3**9 + 10806 mod 32003*x2**2*x3
262,2,5,x0*x1**3*x2**4*x3 + 31610 mod 32003*x0*x1*x2*x3**2*x4**2
262,3,5,x2**14 + 15946 mod 32003*x2**13 + 15151 mod 32003*x2**9
262,4,5,x0**15*x1 + 14419 mod 32003*x1
262,5,5,x1**2*x2**10*x3**2*x4 + 12321 mod 32003*x0**7*x3**2
262,6,5,x1**10*x2**9 + 25022 mod 32003*x1**7*x2**6 + 30981 mod 32003*x1**2
262,7,5,x0*x1**9*x4 + 19941 mod 32003*x1**3*x4
262,8,5,x0**2*x1**9*x2*x3**5*x4 + 27939 mod 32003*x0**6*x1**2*x2*x3**2*x4 + 24175 mod 32003*x2**2*x4
262,9,5,x0**3*x1**3*x2**4*x3**2*x4**5 + 8982 mod 32003*x0*x1**5*x2**2*x3**3*x4 + 979 mod 32003*x0**2*x1
263,0,4,x0**16*x1**3 + 1771 mod 32003*x0*x1**8
263,1,4,x1*x2**9 + 28314 mod 32003*x1**6*x2**2 + 17582 mod 32003*x1*x2**3
263,2,4,x0**19 + 195 mod 32003*x0**5
263,3,4,x0**11*x2**5 + 4514 mod 32003*x2**6 + 15863 mod 32003*x2
263,4,4,x0**6*x1**4*x2**6 + 29431 mod 32003*x0**6*x1**4*x3**3
263,5,4,x0*x1*x3**18 + 3422 mod 32003*x0*x3**10
263,6,4,x0**7*x1**6*x3**3 + 18437 mod 32003*x0**5*x1**4*x3**3
263,7,4,x1**7*x2**6*x3**5 + 27180 mod 32003*x1**2*x2**2*x3**10
263,8,4,x3**20 + 17921 mod 32003*x3
263,9,4,x1**6*x3**14 + 15500 mod 32003*x1**13*x3**4 + 28773 mod 32003*x1**9*x3**4
264,0,4,x0**3*x2*x3**5 + 12893 mod 32003*x0*x2*x3**2
264,1,4,x0**6*x3**10 + 17963 mod 32003*x3**8 + 16264 mod 32003*x0**2
264,2,4,x2**5*x3**7 + 16947 mod 32003*x2**3
264,3,4,x0**19*x2 + 13460 mod 32003*x0**13
264,4,4,x3**17 + 4576 mod 32003*x3**6
264,5,4,x0**14*x1**3 + 12415 mod 32003*x0**14*x1 + 8442 mod 32003*x0**7*x1**8
264,6,4,x1**13*x2**3*x3**2 + 19664 mod 32003*x1**5*x2**7*x3**2 + 10669 mod 32003*x1*x3**3
264,7,4,x1**2*x2**11*x3 + 18372 mod 32003*x2**6*x3**3
264,8,4,x0**8*x1**5*x3**2 + 4862 mod 32003*x0**2*x1**3*x2**8 + 28327 mod 32003*x1*x2**4*x3**2
264,9,4,x0**3*x2**9*x3**8 + 4740 mod 32003*x0**13*x2*x3**2
265,0,4,x1**3*x2**3*x3**14 + 12806 mod 32003*x1*x2**12*x3**6 + 14281 mod 32003*x1**4*x2**8*x3**5 + 5883 mod 32003*x1*x2
265,1,4,x2**14 + 25138 mod 32003*x2**6
265,2,4,x0**8*x1**8 + 27402 mod 32003*x0**4*x1**10 + 17201 mod 32003*x0**4*x1**2
265,3,4,x1**3*x2**3*x3 + 31768 mod 32003*x3
